;GSM237280.CEL;GSM237281.CEL;GSM237282.CEL;GSM237283.CEL;GSM237292.CEL;GSM237293.CEL;GSM237294.CEL;GSM237295.CEL;
250324_at;8.22922;8.3561;8.19885;8.35743;8.30051;8.23741;8.32176;8.62674;
250325_s_at;4.04717;3.93361;3.88852;3.86013;4.07066;3.92278;4.14323;3.98729;
250326_at;6.8947;6.7698;7.16212;7.26669;7.59579;8.17956;7.9902;7.68102;
250327_at;6.35946;6.40377;6.1325;6.07094;8.24025;7.70362;7.58324;7.64197;
250296_at;4.34621;4.27384;5.62897;5.85608;5.31659;5.54724;5.20416;4.88406;
250297_at;8.57633;8.64955;8.56558;8.70359;8.21817;8.11973;8.06039;8.07849;
250298_at;8.00012;8.10156;7.74987;8.0589;7.88458;7.968;8.18498;7.75833;
250299_at;7.07244;7.31063;6.83571;7.21373;7.34942;7.65281;8.22439;7.89927;
250300_at;7.6959;7.71887;7.63042;7.68041;7.28459;6.30065;6.03094;6.45611;
250301_at;7.99143;7.96852;8.14686;7.99998;5.16489;4.15081;4.72946;5.19474;
250302_at;8.21276;7.9559;7.74149;7.80241;4.39662;4.08953;4.69303;4.68959;
250303_at;4.70646;4.84828;4.79885;4.64933;5.09789;5.31417;5.17325;5.15396;
250304_at;7.65165;7.68867;7.71653;8.25354;10.34272;9.82592;8.90992;9.38392;
250305_at;8.73874;8.67014;8.79264;8.6622;10.00109;10.19956;10.14881;9.91743;
250306_at;5.83198;5.22547;5.50633;5.02108;5.55269;4.62416;5.31038;5.92041;
250307_at;8.15891;8.37241;7.92873;7.772;8.15939;8.54307;8.88738;8.67546;
250308_at;3.07716;2.91331;2.92748;2.93534;3.00606;3.04152;3.04186;3.10911;
250309_at;5.6297;5.80747;5.78727;6.11122;6.20153;6.35177;6.08415;6.21103;
250310_at;7.0363;6.7949;7.22324;7.0797;6.7226;5.94763;5.89796;6.60901;
250311_at;3.88013;3.7771;3.83892;3.78057;3.52313;3.50573;3.47012;3.44025;
250312_at;6.64521;6.90402;6.42482;6.72269;6.33542;6.80581;6.82257;6.40038;
250313_at;9.65617;9.66577;9.58976;9.55188;8.97194;9.17169;9.28225;9.36255;
250314_at;7.7517;8.04135;7.50091;7.74887;8.04949;7.42298;7.79832;7.90464;
250315_at;7.44295;7.4764;7.11957;7.1193;8.80319;8.84117;8.57978;8.73432;
250316_at;10.32461;10.41674;10.42389;10.45164;9.15389;7.90504;8.52124;8.79415;
250317_at;9.90476;9.93995;9.64776;9.59379;9.88491;9.45056;9.1387;9.57845;
250318_at;9.28398;9.51027;8.99526;9.24742;7.94153;8.82314;9.06783;8.61776;
250319_at;8.97507;9.0286;8.97054;8.69409;9.07163;8.7847;8.5089;8.90982;
250320_at;7.09346;6.9177;6.75128;6.71293;6.55533;6.31167;6.27824;6.42887;
250321_at;8.37008;8.23697;8.49748;8.28844;8.11971;8.35977;8.11103;8.1189;
250322_at;5.35742;5.49853;5.555;5.50279;4.92359;5.25302;4.93534;4.60541;
250323_at;7.88533;8.08967;8.81012;8.65818;4.31037;4.19662;4.38991;4.30252;
250264_at;6.05434;5.92916;6.43378;6.28627;6.68253;6.9824;7.42465;7.42351;
250265_at;5.23725;5.03424;5.46241;5.20269;5.33766;5.30624;5.29875;5.08022;
250266_at;3.37755;3.6453;3.30115;3.33912;3.20776;3.5732;3.32076;3.45641;
250267_at;7.26272;7.49938;7.35525;7.47621;5.26577;5.57304;5.4423;5.57608;
250268_s_at;6.8253;7.12609;6.41809;6.66397;8.23419;8.3157;8.46356;8.39845;
250269_at;6.75511;6.85608;6.75029;6.95807;4.4578;4.95987;4.79495;4.42548;
250270_at;6.74007;7.1195;6.53568;7.12105;7.74402;7.42813;7.51774;7.58613;
250271_at;3.29403;3.35741;3.46412;3.47063;3.33964;3.60476;3.48211;3.38787;
250272_at;9.32905;9.52083;9.75634;9.81544;10.46258;10.84068;10.64788;10.43907;
250273_at;8.51667;8.58968;8.26716;8.29113;7.65125;7.5854;7.65022;7.58692;
250274_at;7.61641;7.51671;7.49926;7.39914;7.51352;7.07459;6.8884;7.13293;
250275_at;8.09594;7.12828;7.73843;7.34905;8.43471;7.36291;7.70972;8.47784;
250276_at;8.06264;7.92902;7.58446;7.87871;8.64847;8.84612;9.08466;8.8687;
250277_at;8.92247;8.98809;9.14079;9.29339;7.17076;7.33966;7.15316;7.1076;
250278_at;10.15457;10.14611;10.22377;10.16544;12.08466;11.92018;12.15911;12.33912;
250279_at;9.16346;9.20812;10.2682;10.32475;7.11315;7.27052;7.62779;7.31559;
250280_at;3.82876;3.91414;3.82125;3.72894;3.93059;4.26285;4.1529;3.97749;
250281_at;8.11586;8.26456;7.69641;7.66823;8.08708;7.98639;8.0007;7.91676;
250282_at;8.00119;7.97439;7.88621;7.82755;7.62144;7.71413;7.95437;7.65702;
250283_at;4.50367;4.5392;3.92607;4.54326;5.55658;5.95196;5.59149;5.94033;
250284_at;6.19912;6.33382;6.3108;6.3506;7.00658;7.50202;7.17958;7.01155;
250285_at;7.25201;7.03397;7.43339;7.02043;6.60976;6.90625;6.8224;6.50671;
250286_at;3.76103;3.73692;4.04621;3.77413;4.34955;4.79586;5.24624;4.85387;
250287_at;8.10233;8.23603;8.53358;8.62586;5.06874;4.63223;5.62559;6.06096;
250288_at;4.81389;4.62411;4.52712;4.61863;4.95959;4.85219;4.60311;4.9371;
250289_at;9.39844;9.36905;10.95812;11.10399;8.80125;8.26173;8.60554;8.62471;
250290_at;6.78925;6.89522;6.87135;6.91489;6.55136;6.83397;6.77316;6.90049;
250291_at;8.24652;8.14224;8.38;8.44198;8.98304;9.31775;9.12501;9.10278;
250292_at;5.06319;4.81763;9.06115;8.84953;4.79806;4.59151;4.54758;4.63819;
250293_s_at;5.74984;5.94498;6.32236;6.4847;6.81326;6.67921;7.61842;7.65529;
250294_at;4.47455;4.51122;4.5202;4.30252;4.42308;4.67066;4.54008;4.2438;
250295_at;8.69687;8.66306;8.71474;8.71784;8.05836;8.01582;7.90927;7.98927;
250261_at;4.65751;4.8356;4.81176;5.13028;8.52673;8.59378;8.68294;9.01863;
250262_at;5.57409;5.84664;5.63054;6.25577;9.45971;9.45365;9.68821;9.52755;
250263_at;6.78306;6.87163;6.77913;6.90533;6.87429;6.72903;6.93713;6.76513;
250233_at;7.01692;6.96851;6.85542;6.93268;7.21498;7.77237;7.65022;7.35811;
250234_at;11.13265;11.03839;11.11021;11.01163;8.50539;8.02205;8.57645;8.87237;
250235_s_at;11.443;11.2577;11.26974;11.25869;10.4716;10.36356;10.4577;10.65899;
250236_at;11.3754;11.40345;11.38007;11.45723;10.65178;10.29584;10.38843;10.59194;
250237_at;7.46936;7.92344;7.99028;8.03457;7.05896;7.48418;7.39933;7.1712;
250238_at;7.36842;7.32731;6.9873;7.01654;7.14657;6.71375;6.86361;7.19106;
250239_at;8.68336;8.7356;8.53024;8.31434;4.92714;5.19175;4.71124;4.71643;
250240_at;5.82984;5.13549;5.52749;5.09138;5.21264;4.87107;4.74945;5.08022;
250241_at;3.87912;3.7891;3.97719;3.94785;4.01737;4.02064;3.87608;4.39895;
250242_at;4.28652;4.58505;4.60708;4.27474;4.804;4.71654;4.65302;4.33596;
250243_at;7.68724;7.74404;7.04269;7.24457;12.55098;12.58913;12.63017;12.69349;
250244_at;6.68077;6.76303;7.13466;7.08844;7.31478;7.31871;7.20329;7.18757;
250245_at;7.18982;6.93215;6.71437;6.7159;7.45993;7.66358;7.82497;7.56413;
250246_at;5.01291;5.02888;6.66285;6.48642;4.86537;5.03333;4.68957;4.75889;
250247_at;5.686;5.45899;5.74741;5.81815;9.21676;8.87346;9.02671;9.40395;
250248_at;7.70904;7.69475;7.82482;7.99072;8.87295;9.05627;9.16389;9.36022;
250249_at;7.51991;7.55302;7.06457;7.36029;7.44723;7.51349;7.261;7.0591;
250250_at;5.82969;5.8639;6.03859;6.18607;7.13363;7.76682;7.36637;7.19544;
250251_at;4.29579;4.38793;4.3544;4.39185;3.98228;4.18855;4.26114;4.04537;
250252_at;9.41165;9.23069;9.77031;9.69927;7.01435;6.98754;7.4177;7.45565;
250253_at;8.07921;8.0755;7.7683;7.89786;9.00438;8.92419;9.16283;9.05436;
250254_at;10.39078;10.51753;10.33859;10.35627;10.07066;9.83163;9.42611;9.8731;
250255_at;3.30025;3.13236;3.1601;3.25212;7.52345;7.74297;8.17292;7.57159;
250256_at;8.09774;7.71386;8.09689;8.02114;11.21877;10.83315;10.84849;11.20059;
250257_at;4.46751;5.29862;4.27376;4.32173;10.56611;11.20924;11.23891;10.98272;
250258_at;4.0847;4.2849;4.83375;5.13755;4.31278;4.18764;4.28344;4.14864;
250259_at;6.20834;6.49314;6.5695;6.63026;7.39364;7.0439;7.30661;7.86211;
250260_at;8.58405;8.41367;8.47437;8.48052;7.93267;7.62053;7.63949;7.77355;
250226_at;9.48529;9.36707;9.6074;9.52972;9.47004;8.39302;8.2064;9.44783;
250227_at;6.30323;6.5104;6.42357;6.68467;6.44426;6.35159;6.45175;6.12224;
250228_at;7.27859;7.22404;7.08191;7.32943;7.0096;6.82523;6.14767;6.17096;
250229_at;9.32091;9.22581;9.4926;9.32248;9.28887;9.5724;9.59299;9.3743;
250230_at;7.91547;7.91203;7.3873;7.65272;3.99693;3.97987;4.53174;3.83366;
250231_at;7.52982;7.68388;7.63297;7.47558;5.19059;5.49151;5.42053;5.18884;
250232_at;7.00455;6.83119;6.77078;6.7619;8.14455;8.47353;8.36215;8.1424;
250202_at;6.54036;6.57962;6.47898;6.6681;7.427;7.99539;8.30879;7.57691;
250203_at;9.56597;9.63624;9.43325;9.26962;9.34871;9.00838;8.80647;9.18774;
250204_at;6.2484;6.43907;5.44045;6.02356;4.63271;4.75454;4.36038;4.64216;
250205_at;7.28362;7.36545;7.63018;7.52705;3.92184;3.70501;4.13111;3.75951;
250206_at;11.96444;11.87225;12.16311;11.96655;10.77206;10.46675;10.42592;10.73312;
250207_at;11.18374;11.17447;10.24535;10.17844;10.17844;9.34873;8.7003;9.24997;
250208_at;7.45835;7.48694;7.38251;7.7961;5.11928;4.69731;5.04945;4.99983;
250209_at;11.57551;11.53346;11.48557;11.31991;10.03856;8.83943;8.9326;9.47422;
250210_at;8.2112;8.40581;8.08014;8.16948;7.66229;6.70243;6.57207;7.37867;
250211_at;4.72759;4.99164;4.76733;5.12343;4.10449;3.93847;4.03128;4.1493;
250212_at;6.06879;6.41912;6.14697;6.57369;7.10064;7.60274;7.5427;6.84268;
250213_at;6.17583;6.10182;6.34606;6.54114;5.0904;5.79611;5.96672;5.68138;
250214_at;6.49592;6.9769;6.35189;6.91598;5.05859;5.1979;5.25199;5.45331;
250215_at;5.67678;5.74513;5.5774;5.62255;5.91235;5.78602;6.21543;5.90892;
250216_at;4.40836;4.12859;4.40255;4.09159;6.03967;6.37767;6.064;5.99134;
250217_at;9.78468;9.77583;9.27153;9.30948;10.69001;10.5098;10.22732;10.38314;
250218_at;8.66965;8.71127;8.75535;8.67793;8.7606;8.5543;8.39317;8.51616;
250219_at;3.82289;3.93699;3.82962;3.75522;3.54513;3.48766;4.0034;3.36592;
250220_at;7.3091;7.3878;7.53837;7.38929;8.40634;8.71815;8.37647;8.00518;
250221_at;7.86795;7.86478;7.77805;7.7568;8.5535;8.53497;8.54073;8.65;
250222_at;7.64228;7.74021;8.00416;7.9804;8.73911;8.73755;8.48784;8.57779;
250223_at;5.55775;5.68583;4.73675;4.54862;4.88029;4.44688;4.13505;4.57549;
250224_at;7.57205;7.60222;7.15367;7.43066;4.17822;4.25022;3.98364;4.60358;
250225_at;7.30433;7.53963;7.57407;7.58461;7.67185;6.63584;7.14532;7.29342;
250198_at;4.88022;5.0414;4.9864;4.71558;6.6415;7.0377;6.85124;6.81687;
250199_at;5.46162;5.90458;4.85833;5.29732;4.52528;4.55387;4.2042;4.0845;
250200_at;8.07635;7.9737;7.6381;7.59756;4.43668;4.15955;4.19117;3.63877;
250201_at;6.0528;6.18776;6.02153;6.31827;6.05913;6.04828;5.20997;5.91646;
250170_at;8.1658;8.00441;7.62105;7.88238;10.09661;9.71098;9.76166;9.74094;
250171_at;3.53599;3.45215;3.79587;3.56109;3.45111;3.42851;3.94284;3.42798;
250172_at;4.97152;4.74045;5.0599;5.07014;4.31278;3.59488;3.97411;4.72377;
250173_at;4.66194;4.96405;4.60972;4.9607;3.52457;3.65203;3.73507;3.72648;
250174_at;4.53779;4.58929;4.56362;4.39648;4.96519;4.83866;4.79563;4.72427;
250175_at;7.72808;7.79695;7.27011;7.12074;6.5709;5.84411;6.61978;6.47181;
250176_at;4.42685;4.60881;4.54672;4.48004;4.19348;4.08529;4.35731;4.00187;
250177_at;7.25633;7.26556;7.24065;6.9944;7.02552;7.30563;7.24985;7.04555;
250178_at;8.96204;8.93644;9.09642;9.08118;9.58145;9.66552;9.7375;9.56088;
250179_at;7.07844;7.1762;7.04422;7.35692;8.18162;8.95964;8.84137;7.88592;
250180_at;6.11102;6.20142;5.76985;5.97286;6.76054;7.0657;6.64187;6.55011;
250181_at;7.24004;7.10154;7.21978;7.10443;9.01301;9.26335;9.21275;9.12781;
250182_at;5.19898;5.67444;4.98178;5.10928;5.15549;4.79596;4.8014;4.69252;
250183_at;5.91049;6.05763;5.79613;5.74685;5.6895;5.59387;5.66144;5.11279;
250184_at;8.60437;8.58883;8.38255;8.50605;7.3911;6.74275;6.91364;6.94668;
250185_at;7.83414;7.75734;7.78138;7.79952;6.67759;6.9652;6.88894;6.81149;
250186_at;7.26406;7.28274;7.27471;7.31861;7.22359;7.24115;7.46439;7.58031;
250187_at;5.47136;5.55596;5.17355;5.29784;7.56932;7.6169;7.24649;7.41765;
250188_at;8.43655;8.52981;8.61133;8.69836;8.47389;8.91811;9.01139;8.69836;
250189_at;4.60965;4.49346;4.05086;4.062;6.96576;5.69039;5.88912;6.73442;
250190_at;8.14744;8.28622;7.76872;7.80553;11.37507;10.67244;10.64569;11.20098;
250191_at;7.48794;7.46775;7.32196;7.44073;7.27434;7.26652;7.21662;7.01153;
250192_at;9.97573;9.83823;9.98045;10.21182;9.84598;9.95796;9.56632;9.82466;
250193_at;8.39169;8.38299;8.68209;8.23272;7.71061;7.19201;6.86648;7.32154;
250194_at;6.82971;7.00464;6.91854;6.84645;5.02436;5.6207;5.04448;5.19124;
250195_at;2.96575;2.87626;2.87257;2.8221;2.91113;2.93161;2.86533;2.93173;
250196_at;5.34917;5.48186;5.53569;5.4632;6.0688;5.80057;5.64843;5.75403;
250197_at;8.03121;7.94185;8.19177;8.22358;8.32147;8.26335;9.00296;8.78622;
250138_at;6.61752;6.53832;6.57856;6.35466;7.38041;7.10999;6.70541;6.90327;
250139_at;7.27949;7.69938;7.03557;7.36277;6.79031;6.63882;6.59009;6.97511;
250140_at;5.30717;4.82723;5.1107;4.8621;4.60641;4.19314;4.23707;4.53838;
250141_at;8.54597;8.39855;8.68534;8.48826;8.66713;8.82133;8.96803;8.99438;
250142_at;3.68291;3.70533;4.80081;4.9672;3.70864;3.40855;3.40386;3.59757;
250143_at;5.4312;5.32815;5.57304;5.45494;5.5814;5.54006;5.44977;5.41478;
250144_at;9.18414;8.98664;9.12521;9.02251;8.37192;8.13224;8.22864;8.64913;
250145_at;7.61982;7.63843;6.8247;7.25112;5.42329;5.37003;5.18755;5.50033;
250146_at;5.52403;5.48789;5.29057;5.54556;9.05;7.73645;8.13864;8.7864;
250147_at;6.4766;6.57694;6.63156;6.90519;6.62442;6.81024;6.75939;6.68634;
250148_at;7.50886;7.50139;7.63297;7.74472;7.23466;7.21246;7.28772;7.2392;
250149_at;5.09688;5.34181;6.88928;6.88208;5.43925;5.86463;5.69719;5.71127;
250150_at;6.72574;6.83606;6.44714;6.97213;7.07927;7.29092;7.43697;7.28756;
250151_at;5.98689;6.20982;6.16845;6.2193;7.41027;7.80517;8.34211;7.9699;
250152_at;6.18594;6.28972;7.45215;7.59404;6.74098;7.36588;9.13099;8.73366;
250153_at;7.76118;8.00064;8.89667;8.82046;4.72911;4.2011;4.68789;4.28862;
250154_at;3.74175;3.59461;3.91128;3.56764;3.64581;3.62496;3.57413;3.83289;
250155_at;4.50662;4.48177;4.37179;4.37068;6.53178;5.56408;6.20545;5.34264;
250156_at;6.38035;6.59991;6.45093;6.43987;6.58377;7.17507;7.10573;6.78106;
250157_at;9.07819;8.79504;8.45758;8.30095;3.97853;4.15208;4.11102;4.12432;
250158_at;6.22219;6.173;5.73148;5.71009;4.47389;4.24275;4.40996;4.00506;
250159_at;12.70333;12.7093;12.94643;12.84586;12.36343;12.26537;12.02351;12.31629;
250160_at;5.95496;5.68535;6.01017;5.86627;7.87483;7.47453;7.37238;7.70477;
250161_at;5.38956;5.4463;5.94516;5.7709;6.26088;6.11415;6.32011;6.33294;
250162_at;3.89485;4.03773;3.94183;3.7107;4.77399;4.30281;4.36848;4.51009;
250163_at;7.07287;7.08375;6.75143;7.08471;6.7428;6.50917;6.45254;6.64914;
250164_at;5.29387;5.45466;5.29732;5.48122;6.01669;6.18634;5.73306;5.83425;
250165_at;7.19033;7.08428;7.50093;7.20618;4.19079;4.40959;4.22676;3.97411;
250166_at;3.42446;3.30998;3.53403;3.54447;3.66302;3.96279;3.97786;4.04209;
250167_at;3.59257;3.73611;4.01562;3.77108;7.22007;7.74557;7.50466;7.00412;
250168_at;8.9318;8.95331;9.04487;9.05065;8.38383;8.46638;8.82567;8.74668;
250169_at;4.51367;4.43366;4.67273;4.67633;4.99653;4.72377;5.21086;4.96034;
250135_at;8.53611;8.39341;8.57837;8.19267;8.00294;8.09802;8.04207;7.86977;
250136_at;5.14237;5.54255;5.29108;5.49425;5.02497;5.50659;5.34187;5.09729;
250137_at;6.45367;6.58004;6.11049;6.24359;7.94347;7.09392;6.92284;7.07527;
250107_at;5.97396;6.6614;6.23662;6.08503;6.70059;6.51931;6.36707;6.59591;
250108_at;5.17149;5.39137;5.17325;5.25392;3.84487;4.3354;3.66644;3.80091;
250109_at;11.85542;11.84813;11.67798;11.69454;9.85235;9.83192;9.67334;9.47211;
250110_at;10.94433;10.97177;11.21075;11.09373;10.77572;10.78634;10.18485;10.18447;
250111_at;7.91587;7.93961;7.90503;8.03447;9.37343;9.44661;9.16816;9.32537;
250112_at;8.17249;8.20343;8.18582;8.14264;7.47233;7.90043;7.68303;7.28943;
250113_at;6.13225;6.27235;6.24891;6.23967;6.12185;5.79081;6.46561;5.74113;
250114_s_at;8.36539;8.19173;8.02585;8.2616;8.35057;8.37859;8.61403;8.63522;
250115_at;4.96312;5.00102;5.04428;5.22598;5.05116;5.11747;4.63512;5.09983;
250116_at;3.29791;3.35614;3.36872;3.37716;3.22495;3.25617;3.34329;3.51757;
250117_at;7.27269;7.29681;7.23979;7.34075;5.82628;4.73026;4.90396;5.36717;
250118_at;3.27544;3.28672;3.39124;3.36631;3.70617;3.54237;3.57021;3.39616;
250119_at;10.56833;10.56116;10.33296;10.5585;9.80472;9.18884;9.20444;9.4705;
250120_at;6.57549;6.62613;6.42905;6.45565;6.08185;5.81641;5.74353;5.82962;
250121_at;2.97008;2.87648;3.10183;2.84974;3.07044;2.97375;3.02724;3.05702;
250122_at;6.53407;6.25845;6.17207;6.08149;6.40605;6.68514;6.40937;6.4564;
250123_at;4.26836;4.29093;4.29473;4.25141;4.72993;5.0779;4.87516;4.79649;
250124_at;7.21878;7.15558;6.66238;6.88937;7.12689;6.65791;6.52168;6.62323;
250125_at;9.60106;9.52251;9.82327;9.51386;10.25408;9.87866;9.69132;10.11762;
250126_at;5.48116;5.70877;5.53196;6.01818;6.23056;6.55182;6.62559;6.18277;
250127_at;7.10121;7.27356;7.12643;7.03089;5.71314;5.52244;5.6312;5.59572;
250128_at;5.84555;5.92497;5.24645;5.34587;7.71211;7.10704;7.13676;7.57471;
250129_at;8.56828;8.60067;8.69154;8.79567;7.42131;7.23184;7.66068;7.74876;
250130_at;9.6461;9.4552;9.67345;9.59043;7.98873;7.63107;7.39278;7.95381;
250131_at;9.30256;9.07283;9.05269;8.77542;7.3766;6.53853;6.58843;6.94854;
250132_at;5.45346;5.09053;5.45618;5.4247;4.74392;5.16933;4.92707;4.96835;
250133_at;6.26848;6.58444;5.7583;6.02005;9.87674;8.93371;8.8594;9.26486;
250134_at;7.82519;8.13066;7.41851;7.9573;7.96921;8.0008;7.97379;8.19501;
250100_at;6.39832;6.586;6.36631;6.63116;6.34339;6.01754;4.97887;5.07276;
250101_at;4.19722;4.00912;4.38267;4.17995;4.34042;4.16009;4.28739;4.20268;
250102_at;9.33451;9.0544;9.14605;8.83797;7.9719;8.39862;7.86819;7.46761;
250103_at;7.76619;7.62315;6.78757;6.793;5.12881;5.47582;5.58439;5.59099;
250104_at;6.11552;6.36134;6.23743;6.20389;6.69256;7.0224;7.03038;6.79972;
250105_at;7.04397;7.23696;7.03909;7.05008;7.34009;7.25168;7.31117;7.36498;
250106_at;3.50457;3.66322;3.48873;3.65354;4.10293;4.2292;4.01764;3.60851;
250076_at;8.97355;8.97161;8.49307;8.79193;9.53198;9.07725;9.33038;9.5196;
250077_at;7.94147;7.88763;7.83934;7.91745;7.83818;8.21901;8.11135;7.98184;
250078_at;4.17733;4.09067;4.40153;4.72451;5.00017;4.58029;4.39639;4.63631;
250079_at;7.62263;7.53901;6.78393;7.12991;9.41116;8.91331;9.52857;9.37232;
250080_at;7.7672;7.55688;7.47928;7.52739;9.30331;8.73745;8.74633;8.91581;
250081_at;3.04876;3.1999;3.0231;3.03588;2.92832;2.91922;2.85543;3.01779;
250082_at;3.76437;3.58422;3.6349;3.60146;3.51893;3.58784;3.49768;4.12502;
250083_at;4.12367;4.20381;4.01434;3.79244;5.71599;5.89477;5.8559;5.65431;
250084_at;4.89334;4.8398;5.03529;5.05049;5.19481;4.92208;4.98953;5.39878;
250085_at;6.50164;6.53921;6.52062;6.53613;6.33805;6.89535;6.72709;6.53078;
250086_at;3.66647;3.63347;3.75416;3.75964;3.57302;3.85045;3.66184;3.58963;
250087_at;5.50745;5.36858;5.82411;5.85104;6.48012;6.55085;6.63279;6.32913;
250088_at;8.1271;8.32204;7.97677;7.78212;8.49086;8.5241;8.94319;8.86315;
250089_at;4.17858;4.08905;4.20853;3.91212;4.14299;4.37103;4.14097;4.52991;
250090_at;12.02697;11.93411;12.09411;11.94798;6.65801;6.32916;6.99598;6.81432;
250091_at;4.55333;4.09677;4.27432;4.17137;3.8417;3.83698;4.20674;4.30906;
250092_at;3.21018;3.19321;3.26816;3.34824;3.44337;3.41891;3.53644;3.63897;
250093_at;6.11895;6.39919;6.62219;6.56915;6.59604;6.53327;6.43282;6.4764;
250094_at;10.03343;9.96096;10.06099;9.99829;8.88121;8.97256;9.5205;9.51906;
250095_at;6.64763;6.70902;6.78588;6.65156;11.58777;11.51562;11.39571;11.5356;
250096_at;10.20396;10.21525;10.20636;10.32161;7.36383;6.07162;6.74566;7.21448;
250097_at;7.8262;7.94759;7.64789;7.80403;7.86629;6.86939;7.60542;7.83041;
250098_at;4.804;4.94085;8.65203;9.19513;4.56055;4.41711;4.48702;4.40492;
250099_at;6.52331;6.49476;5.6435;5.40497;8.75879;9.09783;8.81016;8.58806;
250072_at;7.63095;7.71826;7.81143;7.88984;7.30377;6.96237;6.96719;6.82381;
250073_at;5.95581;5.87352;5.19895;5.65593;10.6686;10.4031;10.67656;10.6061;
250074_at;8.26493;8.47581;8.01431;8.11321;10.07488;10.43911;10.47535;10.33047;
250075_at;6.39214;6.61673;6.27954;6.34706;9.2862;9.56599;9.55201;9.15805;
250044_at;5.03056;5.18092;5.29671;5.36739;4.73553;5.02604;5.1374;4.7271;
250045_at;6.65147;6.54838;6.17109;5.76973;6.86886;7.37388;6.86405;7.07136;
250046_at;4.68154;4.64352;4.57592;4.50478;4.29393;4.47049;4.65593;4.39916;
250047_at;3.74534;3.86427;3.92167;3.77811;4.01546;3.8982;3.91543;4.12669;
250048_s_at;3.09912;3.24523;3.19531;2.91038;3.4448;3.41068;3.19855;3.15818;
250049_at;4.8959;4.58001;4.91643;4.89455;5.93271;6.07324;5.73736;5.70189;
250050_at;4.42568;4.48545;4.5291;4.64734;5.36485;5.47731;5.19618;5.14154;
250051_at;6.11791;5.88501;5.95768;5.93509;4.67762;4.59184;4.56453;4.553;
250052_at;3.21036;3.24318;3.13046;3.23676;3.4942;3.75961;3.36876;3.46605;
250053_at;6.75823;6.69254;8.12174;8.08292;6.3725;6.7788;7.01714;6.82305;
250054_at;5.54911;5.75668;5.25298;5.58098;7.06525;6.88865;7.7609;8.31236;
250055_at;11.03238;11.167;11.01835;11.05881;10.51933;10.66098;10.53985;10.38739;
250056_at;5.3601;5.23279;5.52764;5.4347;7.07079;6.61171;6.42862;6.85148;
250057_at;7.99143;8.06916;7.77243;8.1269;9.48954;9.5123;9.58325;9.59644;
250058_at;5.98921;6.12256;5.68558;5.59582;9.49776;9.30843;9.31755;9.23749;
250059_at;10.80912;10.90687;10.20646;10.05106;5.2693;5.22703;5.73909;5.52772;
250060_at;6.50929;6.462;6.5707;6.33377;6.71235;7.02436;6.77514;6.73449;
250061_at;7.6892;7.65315;7.78982;8.02411;9.8977;9.67166;9.65618;9.79127;
250062_at;7.48378;7.14648;8.14274;7.88709;4.94366;4.70267;5.45856;5.63332;
250063_at;4.14993;4.08507;4.09613;4.06468;4.26377;4.10001;4.05941;4.13784;
250064_at;3.22641;3.20897;3.28594;3.18652;3.31332;3.32433;3.2528;3.32071;
250065_at;7.17496;6.85195;7.07791;6.72698;5.5716;5.60403;5.57014;5.46641;
250066_at;6.76555;6.77752;6.71125;7.00166;7.48689;7.71979;7.15137;7.03052;
250067_at;3.20284;3.44757;3.39541;3.43859;3.30796;3.37569;3.56666;3.50018;
250068_at;4.76695;4.77953;4.58163;4.8004;3.85842;4.24497;4.10368;3.99554;
250069_at;3.41807;3.50267;3.43954;3.64507;3.23384;3.45328;3.19881;3.29809;
250070_at;6.34747;6.40747;6.61474;6.74035;5.54927;6.63713;6.06623;5.78754;
250071_at;3.63131;3.57413;3.42479;3.69189;3.34119;3.33572;3.47345;3.40237;
250012_x_at;5.74316;5.47657;5.74987;5.29338;7.65035;7.3646;6.97198;7.00475;
250013_at;6.77078;6.84057;6.59291;6.7491;7.15257;7.08025;7.43793;7.45469;
250014_at;7.64994;7.50541;7.90838;7.78857;8.66698;8.29684;8.45745;8.65522;
250015_at;7.50683;7.74486;7.38223;7.41277;6.28535;6.64717;6.4166;6.34375;
250016_at;7.9557;7.86974;7.44832;7.75203;8.30577;7.62484;7.60668;7.83261;
250017_at;7.32342;7.25188;6.68278;6.41548;8.77103;8.25688;8.3696;8.61765;
250018_at;8.87992;9.09491;8.93781;9.17623;8.33747;8.61729;8.64395;8.40324;
250019_at;3.14866;3.32476;3.12637;3.21885;3.71171;3.23923;3.23477;3.1998;
250020_at;4.79774;4.75149;4.92771;5.17187;4.90492;5.16529;4.88749;4.94762;
