;GSM237280.CEL;GSM237281.CEL;GSM237282.CEL;GSM237283.CEL;GSM237292.CEL;GSM237293.CEL;GSM237294.CEL;GSM237295.CEL;
267408_at;4.58293;4.50184;4.5322;4.19982;4.32961;4.42595;4.36788;4.26482;
267409_at;7.56542;7.43283;7.89002;7.53915;3.7883;4.50485;3.9536;3.79743;
267410_at;5.8846;6.08063;6.26001;6.30167;5.34939;5.5334;5.82515;5.43624;
267411_at;4.83981;5.17325;7.08856;7.28913;5.26491;5.51529;5.28725;5.19008;
267412_at;7.62083;7.33231;7.03951;7.09431;4.99101;4.9132;4.66091;4.79088;
267413_at;5.60529;5.31131;5.28667;5.30262;6.09612;6.46616;6.64312;6.40827;
267414_at;6.53744;6.67804;6.24969;6.42724;5.42616;5.60092;5.522;5.27635;
267415_at;6.4537;6.58643;6.65098;6.6244;6.91422;6.89853;6.96233;7.02669;
267416_at;4.96304;4.82551;5.00655;4.8555;4.29087;4.67216;4.2717;4.46705;
267417_at;5.25035;5.30484;5.14009;5.34405;4.49014;4.4892;4.53023;4.30999;
267418_at;8.06032;8.04404;7.30943;7.12155;4.63526;4.8304;4.74482;4.7044;
267419_at;8.49468;8.50972;8.41999;8.51708;7.76261;6.53741;6.75531;7.44814;
267420_at;4.65085;4.65108;4.72161;4.8244;5.03779;5.0113;5.10269;4.92819;
267421_at;8.27162;8.3679;8.55136;8.43734;9.83891;9.15133;8.98662;9.72154;
267422_at;9.60367;9.65971;9.55936;9.50119;9.27556;9.15712;9.15008;9.36087;
267423_at;5.5725;5.71849;5.79595;5.79318;7.22064;7.4997;8.25615;8.08691;
267424_at;2.6451;2.76928;2.76749;2.74879;2.78797;2.83991;2.68048;2.93956;
267425_at;4.891;5.06857;4.72786;4.38415;6.00871;6.73072;6.47619;5.90367;
267426_at;3.52668;3.60915;3.71309;3.53575;3.64505;3.87059;3.86555;3.76878;
267427_at;6.69563;6.75245;6.17853;6.31117;4.35601;4.74104;4.53311;4.34118;
267428_at;6.05487;6.38236;6.1416;6.31975;6.1002;6.09569;6.1442;5.90655;
267429_at;5.44708;5.20055;5.3556;5.76309;5.08475;4.87505;4.80108;5.04813;
267430_at;7.04303;7.25939;6.67148;6.99982;10.861;9.91559;10.07994;10.95534;
267431_at;4.16638;3.99019;4.28181;4.08174;3.96145;3.95335;3.97767;4.07949;
267432_at;8.40629;8.44777;8.18167;8.18539;8.37511;9.31987;9.12746;8.33375;
267433_at;7.23571;7.07114;7.05393;7.07921;6.57673;7.07286;6.92284;6.96154;
267434_at;6.76475;6.32905;6.40179;6.2991;5.43074;6.07936;5.98289;5.3659;
267400_at;10.02106;10.08682;9.84978;9.98455;8.47875;7.83417;7.91016;8.23928;
267401_at;8.07799;8.04957;7.82635;7.97162;7.24456;6.80405;6.5571;7.08279;
267402_at;6.59521;6.6277;6.50383;6.70013;7.18223;6.67243;6.50849;6.44554;
267403_at;2.93418;2.92647;3.05038;3.01392;3.0519;2.77757;2.97075;3.14133;
267372_at;6.62567;6.20469;6.2792;6.09775;4.50753;4.34895;4.4469;4.14463;
267373_at;8.87753;8.85798;8.32061;8.71199;8.48849;8.64237;8.58895;8.80806;
267374_at;9.27577;9.17807;9.17661;9.2597;7.78594;7.57417;8.29255;8.30934;
267375_at;8.12007;8.16987;8.28436;8.46947;7.9739;7.90638;8.16978;8.00358;
267376_at;5.07371;4.98026;5.16624;5.35856;9.6674;10.13008;9.7626;9.45041;
267377_at;7.48266;7.62983;7.36629;7.17405;10.47965;10.50283;10.3344;10.58827;
267378_at;6.37199;6.42532;6.17672;6.5896;6.10629;6.30866;5.86542;6.13383;
267379_at;6.74089;7.15418;6.23826;6.74367;9.67502;9.10543;9.34673;9.74709;
267380_at;7.35733;7.70349;7.90431;8.06184;7.96513;8.10252;8.26873;8.28827;
267381_at;7.78969;7.86236;9.23883;8.92318;7.56004;7.69291;7.70451;7.42574;
267382_at;8.2268;8.16172;8.09197;8.1109;6.75611;6.94238;6.69999;6.47703;
267383_at;7.90364;8.32357;8.04498;8.10871;7.06336;6.96748;7.42626;7.09603;
267384_at;7.35433;7.59327;7.72861;7.54806;4.7166;4.55828;4.28868;4.26137;
267385_at;7.5295;7.43375;7.3552;7.18684;3.82083;4.22017;4.3427;4.3047;
267386_at;5.22317;4.92596;5.07455;4.99964;4.55522;4.47767;4.53878;4.59948;
267387_at;6.03729;6.22182;6.23774;5.81707;6.27011;6.26072;6.10325;6.12561;
267388_at;9.70834;9.79228;10.24735;10.37468;6.1756;6.5238;6.38391;5.87823;
267389_at;4.16889;4.13575;11.43297;11.41903;4.79067;4.68537;6.68261;6.77966;
267390_at;3.46689;3.7208;3.68424;3.75011;3.4962;3.45975;3.50795;3.41443;
267391_at;5.10864;5.10712;4.96997;5.30759;3.66247;3.97414;3.5177;3.40351;
267392_at;10.3852;10.29309;10.57029;10.26892;10.00669;10.25287;10.30324;10.25117;
267393_at;8.35993;7.90376;9.04458;8.72518;6.88495;6.96979;5.82597;6.24868;
267394_s_at;3.01961;3.02464;3.19294;2.87536;3.2322;3.79607;3.34027;3.49571;
267395_at;3.54223;3.64352;3.58033;3.4924;3.60826;3.68727;3.64904;4.05113;
267396_at;7.30937;7.4082;7.28238;7.21775;6.69007;6.72765;6.7635;6.57751;
267397_at;5.06886;5.1709;4.74212;4.91834;5.26713;5.73221;5.05169;5.68093;
267398_at;3.5044;3.59475;3.64181;3.55146;3.54957;3.47344;3.71504;3.60747;
267399_at;3.41807;3.40054;3.57449;3.26958;3.45539;3.72833;3.44904;3.53939;
267365_at;8.00474;7.92348;7.93252;8.04781;7.88803;7.6223;7.53923;7.79933;
267366_at;9.80595;9.90322;9.28596;9.67788;9.47675;9.88488;10.18649;9.8428;
267367_at;6.06938;6.53152;5.68043;6.42802;9.16827;8.09459;8.08193;8.69695;
267368_at;11.50851;11.40063;11.29125;11.47258;10.36584;11.10041;11.25181;11.07447;
267369_at;6.54436;6.97521;6.55787;6.6222;6.3053;6.77219;6.49515;6.51039;
267370_at;8.75228;8.93874;8.25719;8.73558;7.87686;7.28017;7.57749;7.81897;
267371_at;5.28942;5.55811;5.72145;6.01251;5.8619;5.85943;6.21543;5.80571;
267341_at;5.03594;5.23552;5.5219;5.47455;4.90859;5.53716;5.7266;4.89101;
267342_at;8.72393;8.40759;8.68698;8.40151;8.01222;7.50975;7.95561;8.35824;
267343_at;5.97173;5.90745;5.79826;6.12788;4.44792;5.30404;4.87391;4.97052;
267344_at;5.65464;5.35983;5.555;5.3739;7.32386;6.08174;6.04854;6.28685;
267345_at;3.44432;3.47899;3.60596;3.73842;3.50553;3.5612;3.61989;3.67977;
267346_at;8.06213;7.90265;7.97475;7.82478;7.67743;7.68868;7.91667;7.85595;
267347_at;6.59362;6.10325;6.40865;6.05621;6.66082;6.38746;6.55702;6.74392;
267348_at;9.21051;9.25766;9.25386;9.22118;8.47083;7.88858;8.2139;8.28228;
267349_at;4.92895;4.70917;4.67005;4.81328;4.16265;4.47937;4.3341;4.60046;
267350_at;4.45267;4.31936;4.56389;4.50054;4.68184;4.4052;4.78258;4.54583;
267351_at;5.45575;5.62732;5.82382;5.83562;6.10809;6.12612;5.95347;6.04311;
267352_at;4.01799;4.37559;3.9995;4.17567;4.68564;4.29109;4.33301;4.33116;
267353_at;7.65908;7.73831;7.9779;7.57608;7.2134;7.39604;7.06504;7.2267;
267354_at;5.83366;5.82743;5.96969;5.77134;6.83311;6.95758;6.92976;6.55193;
267355_at;9.74298;9.68436;9.25312;9.16324;7.18666;7.66671;7.58381;7.32239;
267356_at;6.68562;6.64755;6.61683;6.73657;7.93687;8.19918;8.58109;8.51303;
267357_at;8.10382;8.34161;10.77796;10.80462;9.07661;9.3056;9.20093;9.15856;
267358_at;8.27549;8.38424;8.15142;8.22453;7.33587;7.66309;7.9699;7.58906;
267359_at;4.28596;4.41908;4.52238;4.08943;7.31668;6.78988;7.3454;7.33141;
267360_at;9.67045;9.75123;9.76451;9.58357;9.48901;10.26434;10.05511;9.73553;
267361_at;3.43893;3.37258;3.4618;3.39109;3.29012;3.6157;3.64768;3.47096;
267362_at;5.83251;5.92787;5.80255;5.78633;5.79038;5.86025;5.47811;5.73603;
267363_at;8.01638;8.03834;7.83705;7.88608;8.15158;8.18389;8.21974;8.13021;
267364_at;5.11601;4.79451;4.41836;4.83176;3.4915;3.797;4.2033;3.53866;
267337_at;6.59984;6.64206;5.9296;6.08217;7.93383;7.36965;7.27181;7.76651;
267338_at;10.14742;10.08347;10.44515;10.25702;9.93732;9.45524;9.59801;9.74575;
267339_at;7.84175;7.73767;8.026;7.98489;6.74936;6.58257;6.01293;6.25462;
267340_at;9.93476;10.03981;9.51016;9.86707;9.54397;9.67723;9.78866;9.84435;
267310_at;9.08715;9.2306;9.03369;8.96776;9.00517;9.30805;8.98167;8.43535;
267311_at;6.07265;6.09651;6.22384;5.96728;6.46748;6.50577;6.44068;5.95196;
267312_at;9.4471;9.4635;9.68659;9.44897;9.82204;10.26157;10.13648;9.80023;
267313_at;3.48836;3.45927;3.41525;3.54433;3.6986;3.63655;3.6066;4.12505;
267314_at;7.6842;7.71044;7.39024;7.31194;7.02578;7.35475;7.48825;6.94825;
267315_at;7.56188;7.579;7.50199;7.55765;8.51705;8.11052;8.17746;8.57424;
267316_at;8.55049;8.51256;8.87693;8.60725;7.95598;7.88196;7.50273;7.65947;
267317_at;3.94771;3.86849;4.00351;3.95893;4.19594;4.34806;4.16021;4.1563;
267318_at;8.90177;8.66982;8.74282;8.76857;8.87477;8.8513;8.71512;8.7378;
267319_at;8.90152;8.6868;9.21702;8.98092;8.10575;8.25802;8.68711;8.67661;
267320_at;3.0099;3.10941;2.99153;2.9576;3.21908;3.11398;3.55944;3.26536;
267321_at;3.17005;3.29252;3.38836;3.24526;3.53225;3.64617;3.52032;3.48688;
267322_at;4.10792;4.36741;4.42666;4.14217;4.03581;4.05122;4.23839;4.12317;
267323_at;8.14736;8.02017;7.93864;7.95834;7.29995;7.25155;7.2369;7.0652;
267324_at;3.29837;3.22485;3.37104;3.16354;2.9289;2.89766;3.20472;2.871;
267325_at;2.88916;2.99217;2.93208;3.00545;3.11575;3.21223;3.31644;3.13367;
267326_at;4.77009;4.75923;4.895;4.77759;5.47008;5.72218;5.56096;5.3694;
267327_at;5.15337;5.39596;4.30222;4.57318;3.93876;4.07252;4.18106;4.15162;
267328_at;3.7368;3.59717;3.5752;3.55158;3.54082;3.48326;3.58501;4.35601;
267329_at;3.46653;3.43374;3.49809;3.46615;3.33507;3.53388;3.55603;3.55264;
267330_at;7.9213;7.9654;7.9604;7.90347;7.76528;8.58356;8.16377;7.86739;
267331_at;4.73524;4.68552;4.93459;4.9672;5.11141;5.13132;5.2159;4.8652;
267332_at;3.42698;3.4762;3.55097;3.59093;3.84101;3.83422;3.9529;3.79607;
267333_at;7.41455;7.49621;7.47248;7.61019;7.78869;7.60934;7.63877;7.75742;
267334_at;3.04779;3.01925;2.97512;2.88402;3.06827;3.1667;3.09494;3.17291;
267335_s_at;4.49647;4.53064;4.91844;5.0626;4.62884;5.22794;4.79424;4.73376;
267336_at;7.19613;7.40244;7.55724;7.75833;8.5976;8.23608;8.63734;8.68189;
267309_at;6.54377;6.9873;6.85488;7.15665;7.74777;7.87715;7.76635;7.59207;
267278_at;7.43357;7.55027;7.07886;7.1955;6.04926;5.5446;5.79782;5.87251;
267279_at;5.8093;5.9254;6.39901;6.56476;6.18866;5.76316;5.15758;6.06246;
267280_at;8.16043;8.27108;8.36104;8.36418;5.34729;5.66959;6.13797;5.89795;
267281_at;4.88445;4.3455;4.84545;4.75163;5.66195;5.61081;6.01831;5.81061;
267282_at;4.96018;4.61027;4.7963;4.96271;4.74869;4.81056;4.81265;4.8434;
267283_at;3.21662;3.28844;3.35;3.25456;3.38423;3.1777;3.18021;3.54354;
267284_at;6.8645;6.7094;6.46809;6.59049;6.14409;6.08444;6.11506;6.05448;
267285_at;5.26473;5.41593;5.36863;5.29919;5.92275;6.39269;6.08754;6.29775;
267286_at;5.29732;5.17694;5.35981;5.29901;5.32468;5.10022;4.88756;5.2577;
267287_at;7.06239;7.10248;7.44958;7.32454;4.17068;4.40092;4.2367;4.38411;
267288_at;6.21131;6.16777;6.33972;6.26084;6.43548;6.57632;6.88881;6.62669;
267289_at;5.712;5.81562;5.32437;5.73523;3.60677;4.06249;3.78165;3.60383;
267290_at;6.69501;6.72586;6.4488;6.73219;7.23877;7.37952;7.1488;7.27477;
267291_at;6.24006;5.85116;6.2209;5.89502;6.6634;6.74228;6.3087;6.77148;
267292_at;4.34711;4.03426;4.35838;4.05201;3.9289;4.68421;4.33553;4.37993;
267293_at;10.50725;10.55181;11.77668;11.83717;9.50076;9.3659;9.3176;9.5898;
267294_at;5.29839;5.06232;4.63345;4.75604;9.2331;8.88302;8.84383;8.86523;
267295_at;4.4855;4.35041;4.43908;4.30185;4.45816;4.40338;4.2521;4.32941;
267296_at;4.78052;4.79479;5.0127;4.81906;5.08024;5.07576;5.18285;5.37647;
267297_at;8.90921;8.89645;8.53226;8.69641;7.89826;8.38309;8.38667;8.0499;
267298_at;5.31698;5.56643;5.52745;5.72009;6.78124;7.51671;7.55152;7.23358;
267299_at;6.49606;6.65277;6.35116;6.67628;8.96997;8.49005;8.56784;8.83986;
267300_at;8.86278;8.94424;9.33669;9.18571;9.91111;9.83188;10.51867;10.54299;
267301_at;9.63803;9.61278;9.62108;9.66355;9.15694;9.43937;9.32835;9.38053;
267302_at;7.91914;8.10216;8.02152;8.05362;8.02777;8.26693;8.15326;8.08084;
267303_at;3.35368;3.51085;3.24754;3.43639;3.3861;3.44315;3.31352;3.3518;
267304_at;7.06677;7.2931;7.08389;7.22198;6.75209;7.42289;7.42216;6.99588;
267305_at;6.29255;6.21276;6.47818;6.5655;7.59993;7.01957;6.84851;7.07068;
267306_at;9.98778;9.91069;10.04318;10.0158;9.18747;8.52174;8.63148;8.98463;
267307_at;8.66472;8.75793;7.92227;8.19528;4.56706;4.61677;5.09046;4.9613;
267308_at;7.89413;7.9478;8.06897;8.219;9.2153;8.84874;8.59975;8.8745;
267274_at;7.29493;7.247;7.34429;7.38086;7.31863;6.98412;6.80437;7.01362;
267275_at;3.86999;3.79807;3.79943;3.71454;3.79123;3.49655;4.03729;3.74827;
267276_at;5.80429;5.90266;6.98873;7.30678;3.59486;3.70778;3.36003;3.63545;
267277_at;9.92779;9.55637;9.9331;9.61253;8.3148;7.50196;7.25009;8.12533;
267246_at;7.10703;6.97631;7.06062;6.98985;4.07258;4.41196;4.85607;5.04982;
267247_at;6.27954;6.06744;6.14315;5.81634;9.26508;8.53765;8.93699;9.1656;
267248_at;4.06151;4.05938;4.31498;4.11443;4.07066;3.55314;3.69652;3.53323;
267249_at;3.18118;3.21213;3.05306;3.17254;3.4076;3.39784;3.16123;3.29417;
267250_at;4.14903;4.34862;4.54769;4.52083;4.25771;4.16724;4.53201;4.2799;
267251_at;10.57831;10.5733;10.47349;10.63428;10.78472;10.67924;10.38972;10.6735;
267252_at;3.86292;4.08007;4.10729;4.22198;4.01204;4.06809;4.23114;3.85723;
267253_at;3.35178;3.2386;3.31475;3.30451;3.36714;3.40603;3.40701;3.27254;
267254_at;6.44602;6.46498;5.06196;5.43508;3.52989;3.97852;3.91676;3.6903;
267255_at;5.23792;5.24198;5.35967;5.44629;4.5761;4.78906;4.47761;4.74383;
267256_s_at;5.71569;5.90763;5.57843;5.72726;8.5138;9.1374;8.99345;9.01857;
267257_at;7.41075;7.64603;7.52229;7.60313;7.21386;7.46132;7.68983;7.38184;
267258_at;7.52624;7.43115;7.15864;7.34423;6.66639;6.97755;6.97971;6.78775;
267259_at;10.72043;10.92536;10.71806;10.96833;10.1718;10.29373;10.51302;10.42716;
267260_at;4.95325;5.06927;4.77902;4.43424;5.57515;4.70332;4.76829;5.6265;
267261_at;10.8969;10.716;11.14883;11.06235;9.18184;9.15486;9.62233;9.4541;
267262_at;5.37179;5.42126;3.35175;3.48171;11.05009;10.86658;10.56049;10.72095;
267263_at;3.90547;3.98077;4.14072;4.17537;4.54752;4.57512;4.1404;4.06453;
267264_at;7.31607;7.07265;6.77614;6.40203;5.86825;6.16089;6.2658;5.8158;
267265_at;4.84245;4.8851;3.75172;3.99031;8.18982;9.12826;8.31949;7.52012;
267266_at;8.11062;8.05414;8.37845;8.26635;7.00682;6.94073;7.07512;6.97824;
267267_at;3.20149;3.36833;3.4914;3.54275;3.08133;3.20158;3.09714;3.18225;
267268_at;6.66066;6.68442;6.35106;6.44967;5.93903;6.5614;6.7527;6.25841;
267269_at;8.41852;8.26093;8.52804;8.35843;7.91547;7.92015;7.77048;7.94838;
267270_at;3.99765;3.93302;4.16463;3.9863;4.45834;4.45392;4.00657;4.654;
267271_at;3.91954;4.07193;3.91909;3.85193;5.04674;4.60263;4.66271;4.76758;
267272_at;3.7323;3.96004;3.81909;3.94568;3.75799;3.39784;3.88899;3.53761;
267273_at;3.70692;3.57581;3.53107;3.49582;3.56529;3.63782;3.48097;3.689;
267239_at;10.46728;10.43336;10.4116;10.26967;9.46647;9.16861;9.25354;9.27011;
267240_at;6.07265;6.12532;6.57626;6.50205;3.62935;4.07967;4.11877;4.29394;
267241_at;3.72272;3.72574;3.64157;3.54134;3.73665;3.80614;4.42306;3.87556;
267242_at;3.02614;3.11912;2.9495;3.03764;3.00271;2.96835;3.17282;3.29473;
267243_at;2.70263;2.73386;2.84719;2.85253;2.82238;2.88825;2.86487;2.96519;
267244_at;4.20497;3.92094;4.07713;4.17555;4.16853;4.44934;4.08547;4.23481;
267245_at;2.72428;2.74945;2.72234;2.8218;2.81467;2.69408;2.81332;2.71363;
267215_at;5.01142;5.15604;5.07169;5.12088;3.83313;4.00232;3.75167;3.81491;
267216_at;4.67919;4.84023;4.56879;4.65447;3.80176;4.15517;4.22956;4.08782;
267217_at;5.71077;5.70432;5.01571;5.51211;3.30688;3.47504;3.51856;3.41681;
267218_at;4.58156;4.48279;4.60515;4.41702;4.14919;4.57018;4.3992;4.05039;
267219_at;6.40889;6.56884;6.4679;6.52051;6.32299;6.85067;6.5929;6.69599;
267220_at;5.08298;5.37058;4.93151;5.32526;7.32974;7.01206;6.71722;6.86253;
267221_at;6.81684;6.69872;6.74142;6.85227;6.22585;6.2971;6.23501;5.80644;
267222_at;6.52525;6.78817;6.35854;6.78175;3.78402;4.02037;4.13513;3.95797;
267223_at;7.72068;7.69422;7.72359;7.95259;6.72941;6.70366;6.89394;6.96049;
267224_at;4.1433;4.21845;4.21472;4.01993;3.94903;4.2548;3.97411;3.74245;
267225_at;3.89171;3.96306;4.28795;4.1729;3.16316;3.22601;3.07347;3.3246;
267226_at;9.10253;9.41078;8.39272;8.39139;4.48739;4.57725;4.84245;4.68976;
267227_at;4.54334;4.63962;4.58006;4.63236;4.93861;5.01508;5.13361;5.27067;
267228_at;3.82475;3.5451;3.64333;3.6321;3.75364;4.05706;3.85162;3.84007;
267229_s_at;6.34244;6.26156;5.70877;6.11802;5.73107;5.81741;5.75816;5.8895;
267230_at;7.38902;7.62867;8.57257;8.87009;7.8837;7.96642;7.66086;7.52056;
267231_at;5.10959;5.15456;5.33422;5.15805;5.90084;6.78491;6.29264;5.94237;
267232_at;4.73276;4.84332;4.61396;4.77177;4.91991;5.32701;4.66637;4.62651;
267233_s_at;10.33023;10.09102;9.9071;9.90516;11.16804;10.89738;10.71565;10.92753;
267234_x_at;3.68982;3.77067;3.51472;3.77377;3.64941;3.65266;3.45372;3.53425;
267235_at;8.48348;8.48022;8.53795;8.57837;7.35057;6.81085;6.96788;7.60091;
267236_at;11.23918;11.19358;11.40574;11.22025;10.31531;10.27744;10.29023;10.34133;
267237_s_at;6.55394;6.81925;6.83996;6.86038;7.80982;7.73296;7.53375;7.65083;
267238_at;8.70359;8.73796;7.71057;7.77697;8.98942;8.64664;7.88491;7.88102;
267211_at;8.91461;8.96399;9.21925;9.02487;8.24505;7.32423;7.10705;8.17097;
267212_at;11.10247;11.00081;11.10865;10.95984;10.34028;10.07757;9.99244;10.09676;
267213_at;11.51131;11.42506;11.36771;11.42637;11.2501;11.1621;11.13895;11.01169;
267214_at;9.90238;9.87114;9.95211;9.83279;9.41665;9.10211;9.63073;9.78428;
267183_at;6.70361;6.78828;6.76547;6.83308;7.26998;7.65676;7.63422;7.28935;
267184_at;7.30829;7.4004;7.2093;7.30082;7.45777;7.04598;7.12821;7.22106;
267185_at;6.8283;6.68188;7.23266;6.9953;8.04844;7.09542;7.31223;7.79049;
267186_at;7.15954;7.30689;7.30515;7.11696;7.45141;7.62213;7.88053;7.62449;
267187_s_at;9.95777;9.61594;9.30532;9.73989;10.65782;10.91508;10.70691;10.20427;
267188_at;9.40511;9.38034;9.36579;9.22028;9.63741;9.22306;9.43421;9.63849;
267189_at;8.77626;8.59892;8.73675;8.82375;7.70694;7.8419;7.92215;7.69362;
267190_at;4.48299;4.51694;4.64423;4.56729;4.56986;4.33543;4.53944;4.59162;
267191_at;7.13018;6.97578;6.16769;6.21602;4.24287;4.37713;3.76565;4.05595;
267192_at;4.47319;4.52797;4.60308;4.48313;5.14595;5.27682;4.58619;4.88018;
267193_at;3.90016;3.83509;4.03985;3.99546;4.39665;4.36708;4.52899;4.25452;
267194_s_at;6.87595;6.99587;7.03721;7.05499;6.32874;5.8149;5.66203;6.03722;
267195_at;4.58818;4.50802;4.53471;4.55395;4.2725;4.38636;4.28765;4.38307;
267196_at;8.85199;8.88182;8.45993;8.58447;12.04062;12.08418;12.3147;12.07117;
267197_at;4.96956;5.12703;4.92298;4.89087;6.23964;6.75694;6.27545;6.24145;
267198_at;3.0546;3.02755;3.11242;3.23689;3.05569;3.23177;3.20084;3.07424;
267199_at;6.05449;6.18067;6.45186;6.38418;6.29272;6.7836;6.84732;6.70678;
267200_at;6.00549;5.78348;6.18597;5.89531;5.4052;5.21647;5.43938;5.46883;
267201_at;4.4833;4.76838;4.67408;4.64467;4.39895;4.55519;4.49883;4.35601;
267202_s_at;5.25521;4.77572;4.84247;4.43864;3.62327;3.65922;3.05758;3.24271;
267203_at;2.91469;2.7915;2.76118;2.78638;2.89964;2.917;2.83999;2.94272;
267204_at;4.32855;4.31278;4.45471;4.11939;4.48414;4.00447;4.56423;4.67919;
267205_at;4.08463;4.24222;4.28514;3.97775;4.55725;4.24023;4.2562;4.1839;
267206_at;3.61756;3.68865;3.69543;3.8009;3.74795;3.93557;4.12453;3.79813;
267207_at;8.52667;8.6789;8.12531;8.32869;4.56185;4.83884;4.833;4.89945;
267208_at;8.70994;8.70887;8.92442;8.70739;9.15669;9.29339;9.21135;9.12602;
267209_at;10.29251;10.16201;9.94852;9.71285;8.07372;7.31557;6.95051;7.10844;
267210_at;7.2511;7.2425;7.05674;7.387;6.85462;6.34443;6.72309;6.87037;
267151_at;9.61268;9.59151;9.7509;9.8051;9.91688;10.12915;10.51873;10.38809;
267152_at;7.17573;7.28972;6.96114;7.14055;9.13276;8.7277;9.00867;9.08807;
267153_at;13.46608;13.3691;13.07864;13.02219;12.67549;12.34794;12.30196;12.47679;
267154_at;12.91309;12.63735;12.99297;12.77034;11.11401;11.12151;11.11255;11.1973;
267155_at;2.5908;2.6834;2.69802;2.65925;2.66301;2.60998;2.74305;2.615;
267156_at;3.18117;3.22127;3.10808;3.25702;3.29055;3.55564;3.5588;3.48459;
267157_at;7.95994;8.02778;8.19024;8.11293;8.92547;9.15051;9.26623;8.97255;
267158_at;5.34432;4.74105;4.57868;4.6216;9.20231;8.66281;7.88802;8.35632;
267159_at;6.47361;6.44441;6.30294;6.35083;6.49462;6.3878;6.71067;6.72451;
267160_at;4.7382;4.67992;4.40387;4.34452;3.73949;3.48644;3.73233;3.64309;
267161_at;7.77642;8.11586;6.94366;7.54752;6.32052;6.16493;5.84031;6.27454;
267162_s_at;7.43361;7.43763;7.57126;7.64045;8.32723;7.71662;7.82135;8.31629;
267163_at;6.49104;6.4287;6.37165;6.60394;5.97105;6.51478;6.68805;6.48532;
267164_at;5.03802;5.298;5.3421;5.17604;4.07066;3.92373;3.78281;4.08898;
267165_at;8.51966;8.66692;8.55383;8.41726;8.18603;8.27977;8.3712;8.40004;
267166_at;3.55452;3.78128;3.77165;3.79517;4.36349;4.48011;4.22683;4.17081;
267167_at;4.30807;4.31278;4.71781;4.36158;4.16794;4.21196;4.73218;4.12451;
267168_at;5.30943;4.92168;6.14509;5.80884;6.60844;6.67768;9.43214;9.53693;
267169_at;6.96072;7.18186;7.31867;7.43647;7.69459;8.17839;8.48405;8.22546;
267170_at;6.48824;6.58961;6.16226;6.29858;6.73618;6.43927;6.631;6.28056;
267171_at;5.84678;5.80774;5.93355;5.89385;5.55185;5.48466;5.09162;5.22483;
267172_at;7.05858;7.13357;6.70084;6.6437;11.10947;10.56868;10.56421;10.6672;
267173_at;4.79423;5.17531;4.90332;5.32315;5.2146;5.29407;4.94957;5.1308;
267174_at;8.23435;8.02757;8.29061;8.04437;9.04013;7.66726;7.44674;8.13979;
267175_s_at;8.39425;8.25565;8.26571;8.46101;8.90669;9.403;8.90414;9.02008;
267176_at;3.71206;3.63505;3.78002;3.80271;3.6986;3.77836;3.88195;3.72984;
267177_at;6.51153;6.22528;6.21113;6.26898;5.08463;4.74459;4.62925;4.8451;
267178_at;10.8574;11.04321;9.54736;9.86291;5.2553;4.64536;5.25307;5.5887;
267179_at;7.9405;7.5471;7.75775;7.66615;7.09494;7.49132;7.10857;7.07315;
267180_at;8.45204;8.5083;8.36166;8.37034;8.39148;8.97192;8.80427;8.75161;
267181_at;9.00496;9.11542;9.18299;9.59817;8.96337;9.37404;10.68277;10.39536;
267182_at;4.94785;4.84039;4.96672;4.75979;6.1136;6.41026;5.64346;5.48395;
267148_at;4.75508;5.11717;4.96591;5.15245;5.92778;5.48186;5.31892;5.53672;
267149_s_at;2.86798;3.03918;2.94004;2.91743;3.11437;3.1123;3.29588;3.1479;
267150_at;3.29;3.39337;3.31532;3.22867;3.25497;3.31803;3.51349;3.67321;
267120_at;5.09351;5.10857;4.50023;4.86904;4.61712;4.98162;4.52353;4.44879;
267121_at;10.17451;10.11824;10.04173;9.86591;4.71282;5.44368;4.47133;4.11911;
267122_at;3.65846;3.70983;3.77942;3.66526;3.68167;3.71604;3.66115;3.55581;
267123_at;6.22791;6.5048;6.306;7.02814;6.17829;5.70765;5.75397;5.69248;
267124_at;4.30748;4.02956;4.50596;4.01908;4.07087;4.11604;4.19301;4.21577;
267125_at;3.81339;3.94765;3.87962;3.81004;4.17717;4.07592;3.88798;4.10229;
267126_s_at;4.42811;4.62655;3.99507;4.71867;6.71449;7.35107;7.20456;6.84746;
267127_at;9.15751;9.04403;8.69495;8.77273;9.24659;9.1012;9.09007;9.13053;
267128_at;7.75164;7.57731;6.6207;6.91274;5.06557;4.74907;5.09682;5.0351;
267129_at;6.85839;6.88492;7.01203;6.67069;6.87286;7.40082;7.12166;6.69044;
267130_at;7.16092;7.0462;6.74439;6.90675;9.13013;9.071;8.99495;9.39225;
267131_at;3.35369;3.40195;3.49418;3.32748;3.10266;3.23712;3.1901;3.372;
267132_at;7.14291;7.24437;7.7737;7.61802;8.66765;8.89735;9.16419;9.17483;
267133_at;3.57627;3.43236;3.44703;3.47657;3.79771;3.90183;3.91822;3.87795;
267134_at;8.1112;8.12723;8.04449;8.03574;7.27571;7.48036;7.51041;7.41251;
267135_at;5.01795;4.95823;4.29903;4.50243;6.37734;6.12728;5.92025;6.2879;
267136_at;7.82354;7.80162;7.91041;7.67436;8.39406;8.64688;8.45912;8.38291;
267137_at;5.86096;5.90707;5.7137;5.62989;3.53859;3.54484;3.68591;3.60943;
267138_s_at;5.75347;6.16596;5.92308;6.19671;9.83592;8.71332;8.99479;9.64075;
