"date","fondo 1","fondo 2","fondo 3","fondo 4","fondo 5","fondo 6","fondo 7","fondo 8","fondo 9","fondo 10","fondo 11","fondo 12","fondo 13","fondo 14","fondo 15","fondo 16","fondo 17","fondo 18","fondo 19","fondo 20","fondo 21","fondo 22","fondo 23","fondo 24","fondo 25","fondo 26","fondo 27","fondo 28","fondo 29","fondo 30","fondo 31"
2015-04-27,1.26574150787075,1.4564351055158,1.30100816130581,1.30084171628002,1.53084267959988,1.53087355102659,1.33014815464189,1.26508093478374,1.2471432983323,1.39377336269138,1.45641838351822,1.39493746574319,1.34387220786107,1.34406120160918,1.41495369324599,1.37268102163523,1.3724173553719,1.39315973571706,1.29938650306748,1.24655491260514,1.26681953202356,1.44555040450868,1.36826665002185,1.89683910966562,1.38688623355759,1.38728796239526,1.45370833750375,1.45426341072858,1.53328056984567,1.39340806745233,1.39290012033694
2015-04-28,1.24393015807418,1.44357133179786,1.3013949013949,1.30125884482475,1.55196003074558,1.55210574853981,1.31566011235955,1.24332744833316,1.22377837629858,1.38444193912063,1.4436215850079,1.38301050639845,1.32895173604196,1.32908382323799,1.41786307994559,1.37253076843521,1.37224532224532,1.38147774065729,1.28800900347862,1.22321322392675,1.24503483414786,1.43310657596372,1.36595718119968,1.89236289082522,1.37709693621296,1.37753015743202,1.44066274079249,1.44131736526946,1.55438709159509,1.3816179990426,1.38110031065237
2015-04-29,1.20210268449525,1.40707011798484,1.27164179104478,1.27148445542516,1.52330930838828,1.52345906163753,1.28991854252431,1.20150823372493,1.17596110013676,1.34110180248794,1.40706019556831,1.34604743083004,1.3012183816713,1.30135722756621,1.37649553233379,1.33696490056015,1.33667355371901,1.34500308451573,1.26482899438489,1.17535517200892,1.20279432915554,1.39728062671649,1.32980577689243,1.8262583383869,1.33419611747138,1.33475177304965,1.40422367638311,1.40477842767919,1.55438709159509,1.34486034581037,1.34420361900974
2015-04-30,1.19770466717674,1.3866074233652,1.25072660337144,1.25065252516883,1.46875239042301,1.46883365200765,1.28604018601386,1.19708777686628,1.17890571493798,1.33065465526949,1.38660025130138,1.32663043478261,1.29641175300126,1.29657493565631,1.34725770097671,1.31219837765684,1.31186790505676,1.32546842470507,1.26190232415276,1.17815145813735,1.19867515661908,1.37555725672085,1.29413222628416,1.82243182284191,1.3240991669176,1.32451481103167,1.38355485022813,1.38411187146683,1.47063992969561,1.32538476154285,1.32494779755394
2015-05-01,1.19229985740477,1.39974864221913,1.25085108452485,1.2507799176407,1.43341367881892,1.43357433348396,1.27724246671338,1.19170719221909,1.17875351951906,1.32545649838883,1.39973970020644,1.32927190213102,1.286394917946,1.28645730462835,1.34715648711592,1.30972136857201,1.30937918253887,1.3275092364532,1.2589824956495,1.17815145813735,1.19867515661908,1.37555725672085,1.29413222628416,1.82243182284191,1.32209173943591,1.32451481103167,1.38147193017258,1.38411187146683,1.47063992969561,1.32338970169105,1.32494779755394
2015-05-02,1.19448979591837,1.40169902912621,1.24672806592341,1.24663156585548,1.4324426044411,1.43260329645518,1.27668330268803,1.19390737986563,1.18271359853402,1.31536470229938,1.40162682006112,1.33012488276815,1.28460979316725,1.28476559931619,1.34402638285115,1.30570874183007,1.30548142065284,1.32832717190388,1.25885363357216,1.18232239792306,1.19879827444536,1.37611496531219,1.29413222628416,1.81498876863386,1.31156029074978,1.31404539927037,1.38353034667726,1.38617401668653,1.44716981132075,1.32200816171586,1.32363166782557
2015-05-03,1.19448979591837,1.40169902912621,1.24672806592341,1.24663156585548,1.4324426044411,1.43260329645518,1.27668330268803,1.19390737986563,1.18271359853402,1.31536470229938,1.40162682006112,1.33012488276815,1.28460979316725,1.28476559931619,1.34402638285115,1.30570874183007,1.30548142065284,1.32832717190388,1.25885363357216,1.18232239792306,1.19879827444536,1.37611496531219,1.29413222628416,1.81498876863386,1.31156029074978,1.31404539927037,1.38353034667726,1.38617401668653,1.44716981132075,1.32200816171586,1.32363166782557
2015-05-04,1.20163265306122,1.41347536857246,1.25681047018904,1.2567472327018,1.43989461799021,1.44005418830436,1.28193678311882,1.20103595056157,1.19210506222799,1.32541495355566,1.41340104260291,1.3401451206871,1.28923544571466,1.28936813728713,1.34425123669615,1.31750408496732,1.31728597823855,1.33841651263093,1.26581371545548,1.19182204389899,1.20264995891537,1.39958554824759,1.29977074168164,1.82417806820502,1.31932689435428,1.31992298338062,1.41044998509983,1.41100516487882,1.44716981132075,1.33880611179653,1.3383331677759
2015-05-05,1.18706874520828,1.39218679838348,1.2624003112235,1.26231076360007,1.43795620437956,1.4379325910322,1.27966324651408,1.18643719496532,1.1667686190549,1.32637474541752,1.39217887127913,1.32452848819986,1.28717982659342,1.28730409587778,1.2929907595222,1.30475264746508,1.3045043192102,1.32296079488562,1.26295841016185,1.16623345935728,1.18797263233705,1.3792482556831,1.30131978437326,1.79919802590993,1.32008389094178,1.32056103262527,1.38920313585392,1.38999702292349,1.44716981132075,1.32326972372543,1.32273449920509
2015-05-06,1.18351867985446,1.38373362445415,1.2270087124879,1.2269923411302,1.42190669371197,1.42199354014873,1.2608886933568,1.18291866275176,1.17382947643577,1.29901111224386,1.38368126620276,1.31490970598478,1.2668259657507,1.26700567956677,1.25713857453346,1.29897332714234,1.29879693009749,1.31274251125252,1.24845742492801,1.17326997326997,1.18435984731249,1.37023196463565,1.2905154509409,1.75570635410241,1.29354129174165,1.29405779405779,1.38047848813832,1.38128266988339,1.44716981132075,1.3134985171721,1.31297557068482
